자료ID,플랫폼,정리제목,제작자,원본URL,원래목록,활용주제,이전확인수준,기존요약,이번확인주장,이번선별검토,선별인사이트,적용조건,내경험질문,상세정리
qFROrjHyK94,YouTube 영상,The Bible Taught Me How to Manage My Time Better Than Any Self-Help Book,"Lauren Mefford, PhD",https://www.youtube.com/watch?v=qFROrjHyK94,"학습, 배움",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,성경적 시간 관리는 단순한 생산성을 넘어 그리스도 안에 거하며 열매를 맺는 삶을 지향합니다. 작은 일에 충성하는 습관을 통해 자신의 정체성을 그리스도 안에서 새롭게 정의하고 실천할 수 있습니다.,,없음,,,,sources/youtube/02-learning.md#qFROrjHyK94
X9Ek3gRp-Fw,YouTube 영상,"[Full] [특별기획] 다시, 읽기로 - 1부 읽기 도파민",EBSDocumentary (EBS 다큐),https://www.youtube.com/watch?v=X9Ek3gRp-Fw,"학습, 배움",학습·생각·글쓰기 / 가치·관계·삶,자막 기반 요약,디지털 기기에 밀려 읽기 능력이 퇴화하는 현대인들에게 독서의 즐거움을 되찾아주는 다양한 사회적 시도와 변화를 조명합니다. 개인의 고립된 행위를 넘어 소통과 경험으로 확장되는 새로운 독서 문화를 통해 읽기의 가치를 재발견합니다.,,없음,,,,sources/youtube/02-learning.md#X9Ek3gRp-Fw
HytLB3-orIY,YouTube 영상,해외 유학 없이 영어를 유창하게 하는 방법 (CIA가 받는 언어교육법),원빅월드쇼 | One Big World Show | 1BWS,https://www.youtube.com/watch?v=HytLB3-orIY,"학습, 배움",학습·생각·글쓰기 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,타일러는 해외에 나가지 않고도 외국어를 유창하게 배울 수 있는 '몰입 교육'의 원리와 효과를 설명합니다. 학습 언어만 사용하도록 환경을 설정하는 것이 언어 습득의 핵심임을 강조하며 구체적인 실천 방안을 제시합니다.,,없음,,,,sources/youtube/02-learning.md#HytLB3-orIY
pwy8npJHPEo,YouTube 영상,언어 천재 트레버의 언어 공부 비법,톡팁,https://www.youtube.com/watch?v=pwy8npJHPEo,"학습, 배움",학습·생각·글쓰기 / 가치·관계·삶,영상 직접 분석,트레버 노아는 언어 학습의 핵심이 리듬을 이해하고 실수에 대한 두려움을 버리는 것이라고 강조합니다. 그는 아이들처럼 억양과 고저를 먼저 모방하며 자연스럽게 언어를 익히는 자신의 비법을 공유합니다.,,없음,,,,sources/youtube/02-learning.md#pwy8npJHPEo
Gtr2NYR6F4A,YouTube 영상,뇌세포 를 자라게 하는 3가지 충격? #shorts,OXVALOR,https://www.youtube.com/watch?v=Gtr2NYR6F4A,"학습, 배움",실행·지속·회복 / 별도 확인·배경,자막 기반 요약,"뇌의 해마에서 새로운 뇌세포 성장을 촉진하기 위해 신체에 의도적인 충격을 주는 세 가지 방법이 소개되었습니다. 단식, 찬물 샤워, 고강도 인터벌 운동은 뇌 유래 신경 영양 인자(BDNF)의 방출을 도와 뇌 건강을 개선합니다.",,없음,,,,sources/youtube/02-learning.md#Gtr2NYR6F4A
Kf1dYpnH-N4,YouTube 영상,6년 걸릴 공부를 3일로 끝내는 법 — OpenAI 연구원이 인터뷰에서 직접 밝혔습니다,AgentOS,https://www.youtube.com/watch?v=Kf1dYpnH-N4,"학습, 배움",학습·생각·글쓰기 / 제품·창업·AI / 실행·지속·회복,영상 직접 분석,"안드레 카파시의 학습 조언을 바탕으로, AI를 활용해 기초부터 배우는 대신 실전 프로젝트에서 필요한 지식을 역으로 파고드는 '탑다운' 학습법의 효용성을 설명합니다. 고졸 학력으로 OpenAI 연구원이 된 가브리엘 피터슨의 사례를 통해, AI가 전통적인 교육 방식의 한계를 넘어 학습 효율을 극대화하는 과정을 보여줍니다.",,없음,,,,sources/youtube/02-learning.md#Kf1dYpnH-N4
lF8_DX2NxjI,YouTube 영상,[한글자막] AI로 혼자서도 압도적인 실력을 쌓는 독학 방법,Tech Bridge,https://www.youtube.com/watch?v=lF8_DX2NxjI,"학습, 배움",학습·생각·글쓰기 / 제품·창업·AI / 실행·지속·회복,자막 기반 요약,AI를 활용해 개인 맞춤형 교육 시스템인 '상자 속 대학'을 구축하고 독학으로 전문가가 되는 구체적인 전략을 제시합니다. ALTER 프레임워크를 통해 AI에게 조언자부터 룸메이트까지 다섯 가지 역할을 부여함으로써 학습의 질을 획기적으로 높일 수 있다고 강조합니다.,,없음,,,,sources/youtube/02-learning.md#lF8_DX2NxjI
2gFLaGislp4,YouTube 영상,이 강의를 본 순간 당신의 인생이 통째로 바뀔 겁니다 ㅣ 1일 1 피터슨 ㅣ Day 22 l 조던 피터슨 ㅣ 한영 자막,조던 피터슨의 일기장,https://www.youtube.com/watch?v=2gFLaGislp4,"인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,"조던 피터슨 교수는 실패를 피하기 위해 목표를 모호하게 두지 말고 구체적으로 설정하여 삶의 방향을 잡으라고 강조합니다. 또한 스케줄을 자신을 억압하는 감옥이 아닌, 원하는 하루를 만들기 위한 자신과의 협상 도구로 활용할 것을 권장합니다.",이전 영상 분석 응답은 피터슨이 일정을 자신을 억압하는 도구보다 원하는 하루를 설계하는 협상으로 설명한다고 정리했다. 이번 작성자는 8:14 발언을 직접 확인하지 않았다.,기존 영상 분석 응답만 검토,빽빽한 시간표를 공개하기보다 ‘책임을 지키면서도 내일 다시 할 의향이 있는 하루인가’를 회고 질문으로 삼을 수 있다. 한 주의 계획에서 회복·여유·완료의 기준을 어떻게 함께 넣는지 자신의 선택을 설명하는 글감이다.,협상이 하기 싫은 책임을 전부 없애는 의미는 아니다. 직무상 의무·다른 사람과 한 약속·불가피한 일정이 있는 조건을 함께 적는다. 정신건강이나 동기 문제를 이 질문 하나로 해결한다고 쓰지 않는다.,내가 세운 일정표를 다른 사람이 나에게 줬다면 어떤 항목을 바꿔 달라고 말했을까?,sources/youtube/03-life.md#2gFLaGislp4
8V081wPlCbM,YouTube 영상,왜 우리는 집중력이 없는가(ft 무의식)ㅣ 조던 피터슨 ㅣ 한영자막,조던 피터슨의 일기장,https://www.youtube.com/watch?v=8V081wPlCbM,"인생수업, 위기의 때",실행·지속·회복,자막 기반 요약,조던 피터슨은 인간의 주의력이 의식적 의도보다는 무의식적 힘과 생물학적 하위 시스템에 의해 좌우된다고 설명합니다. 그는 우리가 스스로를 완전히 통제하지 못하는 이유가 뇌에 자동화된 습관과 본능적 욕구가 복잡하게 얽혀 있기 때문이라고 강조합니다.,,없음,,,,sources/youtube/03-life.md#8V081wPlCbM
Q0VWQFUVT_k,YouTube 영상,조던 피터슨 발상의 원전: 포스트 모더니즘과 막시즘 문화의 오류 (1편),뱃툽,https://www.youtube.com/watch?v=Q0VWQFUVT_k,"인생수업, 위기의 때",가치·관계·삶,자막 기반 요약,조던 피터슨은 포스트모더니즘이 공산주의의 경제적 실패 이후 마르크스주의가 정체성 정치로 재포장된 결과라고 주장합니다. 그는 모든 사회 관계를 억압자와 피억압자의 권력 투쟁으로만 해석하는 관점이 결국 전체주의로 흐를 위험이 있음을 경고합니다.,,없음,,,,sources/youtube/03-life.md#Q0VWQFUVT_k
o73pqQ9Gzt4,YouTube 영상,자신을 바로잡으세요,PragerU,https://www.youtube.com/watch?v=o73pqQ9Gzt4,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,영상 직접 분석,조던 피터슨 교수는 문제의 원인을 타인에게 돌리는 태도가 개인의 성장을 방해한다고 경고합니다. 세상을 비판하기에 앞서 자신의 양심에 따라 잘못된 행동을 고치고 스스로를 바로잡는 것이 중요합니다.,,없음,,,,sources/youtube/03-life.md#o73pqQ9Gzt4
klTXqkEGSME,YouTube 영상,동기부여를 원한다면 꼭 봐야할 영상ㅣ레스브라운ㅣ한영자막,잭스파이어 Jackspire,https://www.youtube.com/watch?v=klTXqkEGSME,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,레스 브라운은 타인의 부정적인 평가가 자신의 현실이 되지 않도록 스스로의 잠재력을 믿고 꿈을 향해 나아갈 것을 독려합니다. 그는 기회가 오기 전 미리 준비하는 자세와 거절에 굴하지 않는 간절함이 성공의 핵심임을 자신의 경험을 통해 증명합니다.,,없음,,,,sources/youtube/03-life.md#klTXqkEGSME
Ow0CML2K2VY,YouTube 영상,부자아빠의 자본주의 생존 공략ㅣ로버트 기요사키 재테크 강의,잭스파이어 Jackspire,https://www.youtube.com/watch?v=Ow0CML2K2VY,"인생수업, 위기의 때",학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"로버트 기요사키는 가난한 이들의 사고방식이 고정된 급여와 실패를 두려워하는 교육 시스템에서 비롯된다고 비판합니다. 그는 진정한 부를 위해 질문하는 습관을 기르고, 실무 지식을 갖춘 전문가들과 협력하며 실패를 통해 성장할 것을 강조합니다.",,없음,,,,sources/youtube/03-life.md#Ow0CML2K2VY
LquIQisaZFU,YouTube 영상,위험한 좌파들이 여러분의 자녀를 교육하고 있습니다,PragerU,https://www.youtube.com/watch?v=LquIQisaZFU,"인생수업, 위기의 때",가치·관계·삶,자막 기반 요약,조던 피터슨 교수는 현대 대학을 장악한 포스트모더니즘과 네오마르크시즘이 서구 문명의 근간을 위협하고 있다고 경고합니다. 그는 정체성 정치와 결과의 평등을 강조하는 교육이 개인의 자유와 비판적 사고를 억압하며 사회적 갈등을 조장한다고 주장합니다.,,없음,,,,sources/youtube/03-life.md#LquIQisaZFU
5mqnksEC-44,YouTube 영상,한살이라도 더 어릴 때 깨달았으면 좋았을 것들 35가지ㅣ자본주의 공략법 (1~10),리섭 LeeSeob,https://www.youtube.com/watch?v=5mqnksEC-44,"인생수업, 위기의 때",학습·생각·글쓰기 / 고객·설득·브랜드 / 가치·관계·삶,자막 기반 요약,"자본주의 사회에서 성공하기 위해 필요한 실질적인 마인드셋과 인생 전략을 11가지 관점에서 제시합니다. 시간의 가치를 이해하고 좋아하는 일보다 잘하는 일에 집중하며, 독립적인 삶을 통해 성장의 발판을 마련할 것을 강조합니다.",,없음,,,,sources/youtube/03-life.md#5mqnksEC-44
tySAnIgEI2k,YouTube 영상,한살이라도 더 어릴 때 깨달았으면 좋았을 것들 - 2부ㅣ자본주의 공략법 (11~15),리섭 LeeSeob,https://www.youtube.com/watch?v=tySAnIgEI2k,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,"자본주의 시스템을 탓하기보다 이를 활용하는 법을 익히고, 낮은 리스크를 활용해 끊임없이 도전할 것을 권합니다. 문신과 같은 불필요한 리스크를 피하고, 여행과 독서를 단순한 소비가 아닌 성장의 도구로 삼아야 한다고 강조합니다.",,없음,,,,sources/youtube/03-life.md#tySAnIgEI2k
suQrnhHKGsY,YouTube 영상,당신의 성공이 '생각보다' 쉬운 이유 | 얼 나이팅게일,민팍의 마음너머,https://www.youtube.com/watch?v=suQrnhHKGsY,"인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,얼 나이팅게일은 부의 격차가 운이나 재능이 아닌 개인의 결심과 태도에서 비롯된다고 강조합니다. 성공을 위해 매일 아침 자신의 가치를 높일 아이디어를 구상하고 목표를 달성한 사람처럼 행동할 것을 제안합니다.,,없음,,,,sources/youtube/03-life.md#suQrnhHKGsY
BWxYWnwi08o,YouTube 영상,[일론 머스크] 제1원리 사고법: 추정이 아닌 근본적인 문제로의 접근 (한영 자막),Project스노우볼,https://www.youtube.com/watch?v=BWxYWnwi08o,"인생수업, 위기의 때",학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,일론 머스크는 혁신의 비결로 물리학적 사고 방식인 '제1원리 사고법'을 제시합니다. 이는 기존 관행을 따르는 유추적 사고에서 벗어나 사물의 근본적인 진실로부터 논리를 쌓아 올리는 방식입니다.,,없음,,,,sources/youtube/03-life.md#BWxYWnwi08o
b2kBZLYfG8s,YouTube 영상,1개월 안에 다른 사람이 되는 법,민팍의 마음너머,https://www.youtube.com/watch?v=b2kBZLYfG8s,"인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,자막 기반 요약,확언과 시각화는 뇌의 신경 회로를 재구성하여 내면의 지도를 현실에 맞게 변화시키는 강력한 도구입니다. 현재형 문장으로 작성된 확언을 읽으며 성취의 감정을 생생하게 느끼는 연습을 매일 반복하는 것이 핵심입니다.,,없음,,,,sources/youtube/03-life.md#b2kBZLYfG8s
4gxScmhsCf8,YouTube 영상,유튜브편집자가 유튜버 700명 편집해보고 느낀점,진용진,https://www.youtube.com/watch?v=4gxScmhsCf8,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,유튜브 성공의 핵심은 고품질 영상 하나에 집착하기보다 지속 가능한 업로드 빈도를 유지하며 알고리즘의 선택을 기다리는 것입니다. 초보자는 과도한 힘을 빼고 본인이 직접 편집하며 꾸준히 콘텐츠를 쌓아가는 전략이 필요합니다.,,없음,,,,sources/youtube/03-life.md#4gxScmhsCf8
7W4CA_ErATc,YouTube 영상,수퍼 재벌이 560억 짜리 전용기를 산 이유 | 그랜트 칼돈,민팍의 마음너머,https://www.youtube.com/watch?v=7W4CA_ErATc,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"그랜트 칼돈은 막대한 세금 문제를 해결하고 전 세계적인 네트워크를 확장하기 위해 560억 원 상당의 전용기를 구입했습니다. 그는 돈은 사용될 때만 가치가 있으며, 진정한 부의 핵심은 저축이 아닌 사람과의 연결과 자유에 있다고 강조합니다.",,없음,,,,sources/youtube/03-life.md#7W4CA_ErATc
X6ier_V2x_g,YouTube 영상,조던 피터슨 | 창의적인 사람들에게 필요한 조언,조던 피터슨 한국 공식 채널,https://www.youtube.com/watch?v=X6ier_V2x_g,"인생수업, 위기의 때",고객·설득·브랜드 / 가치·관계·삶,영상 직접 분석,조던 피터슨은 성실성과 창의성의 특성 차이를 분석하며 창의적 활동이 가진 고위험성을 경고합니다. 그는 창의적인 사람들이 열정을 잃지 않으려면 안정적인 수입원을 확보한 뒤 창의적 활동을 병행해야 한다고 조언합니다.,,없음,,,,sources/youtube/03-life.md#X6ier_V2x_g
O6-cyHp9tRQ,YouTube 영상,2조 원의 그릇을 보여주는 역대 베스트 인터뷰  | 그랜트 칼돈,민팍의 마음너머,https://www.youtube.com/watch?v=O6-cyHp9tRQ,"인생수업, 위기의 때",고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,그랜트 칼돈은 성공을 위해 자신을 압박하는 환경에 노출되고 더 큰 목표를 가진 사람들과 교류할 것을 강조합니다. 또한 저축보다는 사업의 현금 흐름을 창출하는 데 자본을 투자하고 지속적인 노출을 통해 자신을 알리는 것이 중요하다고 조언합니다.,,없음,,,,sources/youtube/03-life.md#O6-cyHp9tRQ
GHBKDnZvMHA,YouTube 영상,음악이 재미없고 삶이 피폐할 때 봐야할 영상,재즈 에비뉴 - Jazz Avenue,https://www.youtube.com/watch?v=GHBKDnZvMHA,"인생수업, 위기의 때",실행·지속·회복 / 가치·관계·삶,자막 기반 요약,"연습의 양보다 질과 마음가짐이 중요하며, 음악을 대하는 감사한 태도가 삶의 행복을 결정한다고 강조합니다. 연습 시작 전 3초간의 멈춤을 통해 온전히 음악에 집중하고 그 자체를 선물로 여길 것을 권장합니다.",,없음,,,,sources/youtube/03-life.md#GHBKDnZvMHA
